"PERIOD_REF";"REGION";"INDICATORS";"UNIT_MES";VALUE;"STATUS"
"2019";"AZE";"Ind_05_10";"UM_2";;"O"
"2019";"AZE";"Ind_06_11";"UM_17";;"O"
"2019";"AZE";"Ind_06_12";"UM_2";;"O"
"2019";"AZE";"Ind_16_01";"UM_2";;"O"
"2018";"AZE";"Ind_17_01";"UM_20";;"O"
"2018";"AZE";"Ind_17_02";"UM_2";;"O"
"2018";"AZE";"Ind_17_03";"UM_2";;"O"
"2018";"AZE";"Ind_17_04";"UM_2";;"O"
"2019";"AZE";"Ind_09_03";"UM_22";;"O"
"2019";"AZE";"Ind_09_04";"UM_23";;"O"
"2018";"AZE";"Ind_10_04";"UM_24";;"O"
"2018";"AZE";"Ind_10_05";"UM_25";;"O"
"2018";"AZE";"Ind_10_06";"UM_26";;"O"
"2018";"AZE";"Ind_10_07";"UM_26";;"O"
"2018";"AZE";"Ind_11_02";"UM_2";;"O"
"2018";"AZE";"Ind_12_02";"UM_21";;"O"
"2018";"AZE";"Ind_12_05";"UM_2";;"O"
"2018";"AZE";"Ind_12_06";"UM_4";11.13093782;"A"
"2019";"AZE";"Ind_13_05";"UM_2";;"O"
"2019";"AZE";"Ind_13_06";"UM_2";;"O"
"2017";"AZE";"Ind_13_07";"UM_2";;"O"
"2018";"AZE";"Ind_13_08";"UM_2";;"O"
"2019";"AZE";"Ind_18_01";"UM_2";;"O"
"2019";"AZE";"Ind_18_02";"UM_2";;"O"
"2018";"AZE";"Ind_18_03";"UM_17";;"O"
"2019";"AZE";"Ind_18_04";"UM_2";;"O"
"2018";"AZE";"Ind_19_01";"UM_2";;"O"
"2018";"AZE";"Ind_19_02";"UM_2";;"O"
"2020";"AZE";"Ind_19_03";"UM_2";;"O"
"2019";"GEO";"Ind_01_01";"UM_1";3723.464;"A"
"2018";"GEO";"Ind_01_03";"UM_3";;"O"
"2019";"GEO";"Ind_01_04";"UM_2";25.74706412;"A"
"2019";"GEO";"Ind_01_06";"UM_2";14.81875026;"A"
"2019";"GEO";"Ind_01_13";"UM_2";;"O"
"2018";"GEO";"Ind_01_14";"UM_4";13.73398534;"A"
"2018";"GEO";"Ind_01_15";"UM_2";33.97669052;"A"
"2018";"GEO";"Ind_01_16";"UM_18";78.2;"A"
"2018";"GEO";"Ind_01_17";"UM_18";69.7;"A"
"2009";"GEO";"Ind_04_01";"UM_7";;"O"
"2009";"GEO";"Ind_04_08";"UM_2";;"O"
"2009";"GEO";"Ind_04_09";"UM_2";;"O"
"2009";"GEO";"Ind_04_10";"UM_2";;"O"
"2019";"GEO";"Ind_04_11";"UM_2";;"O"
"2019";"GEO";"Ind_04_12";"UM_19";;"O"
"2018";"GEO";"Ind_04_13";"UM_19";;"O"
"2019";"GEO";"Ind_05_03";"UM_2";;"O"
"2019";"GEO";"Ind_05_04";"UM_2";;"O"
"2019";"GEO";"Ind_05_05";"UM_2";;"O"
"2019";"GEO";"Ind_05_06";"UM_2";;"O"
"2019";"GEO";"Ind_05_07";"UM_2";;"O"
"2019";"GEO";"Ind_05_08";"UM_2";;"O"
"2019";"GEO";"Ind_05_09";"UM_2";;"O"
"2019";"GEO";"Ind_05_10";"UM_2";;"O"
"2019";"GEO";"Ind_06_11";"UM_17";;"O"
"2019";"GEO";"Ind_06_12";"UM_2";;"O"
"2019";"GEO";"Ind_16_01";"UM_2";;"O"
"2018";"GEO";"Ind_17_01";"UM_20";1.3;"A"
"2018";"GEO";"Ind_17_02";"UM_2";27.8;"A"
"2018";"GEO";"Ind_17_03";"UM_2";23.3;"A"
"2018";"GEO";"Ind_17_04";"UM_2";0;"A"
"2019";"GEO";"Ind_09_03";"UM_22";;"O"
"2019";"GEO";"Ind_09_04";"UM_23";;"O"
"2018";"GEO";"Ind_10_04";"UM_24";;"O"
"2018";"GEO";"Ind_10_05";"UM_25";;"O"
"2018";"GEO";"Ind_10_06";"UM_26";;"O"
"2018";"GEO";"Ind_10_07";"UM_26";;"O"
"2018";"GEO";"Ind_11_02";"UM_2";;"O"
"2018";"GEO";"Ind_12_02";"UM_21";;"O"
"2018";"GEO";"Ind_12_05";"UM_2";;"O"
"2018";"GEO";"Ind_12_06";"UM_4";8.134850796;"A"
"2019";"GEO";"Ind_13_05";"UM_2";;"O"
"2019";"GEO";"Ind_13_06";"UM_2";;"O"
"2017";"GEO";"Ind_13_07";"UM_2";;"O"
"2018";"GEO";"Ind_13_08";"UM_2";;"O"
"2019";"GEO";"Ind_18_01";"UM_2";;"O"
"2019";"GEO";"Ind_18_02";"UM_2";;"O"
"2018";"GEO";"Ind_18_03";"UM_17";;"O"
"2019";"GEO";"Ind_18_04";"UM_2";;"O"
"2018";"GEO";"Ind_19_01";"UM_2";;"O"
"2018";"GEO";"Ind_19_02";"UM_2";;"O"
"2020";"GEO";"Ind_19_03";"UM_2";;"O"
"2019";"ALB";"Ind_01_01";"UM_1";2862.427;"A"
"2018";"ALB";"Ind_01_03";"UM_3";99.6;"A"
"2019";"ALB";"Ind_01_04";"UM_2";24.40895174;"A"
"2019";"ALB";"Ind_01_06";"UM_2";14.0477521;"A"
"2019";"ALB";"Ind_01_13";"UM_2";;"O"
"2018";"ALB";"Ind_01_14";"UM_4";10.10820538;"A"
"2018";"ALB";"Ind_01_15";"UM_2";;"O"
"2018";"ALB";"Ind_01_16";"UM_18";80.5;"A"
"2018";"ALB";"Ind_01_17";"UM_18";77.4;"A"
"2009";"ALB";"Ind_04_01";"UM_7";;"O"
"2009";"ALB";"Ind_04_08";"UM_2";;"O"
"2009";"ALB";"Ind_04_09";"UM_2";;"O"
"2009";"ALB";"Ind_04_10";"UM_2";;"O"
"2019";"ALB";"Ind_04_11";"UM_2";;"O"
"2019";"ALB";"Ind_04_12";"UM_19";7.6;"A"
"2018";"ALB";"Ind_04_13";"UM_19";;"O"
"2019";"ALB";"Ind_05_03";"UM_2";;"O"
"2019";"ALB";"Ind_05_04";"UM_2";;"O"
"2019";"ALB";"Ind_05_05";"UM_2";;"O"
"2019";"ALB";"Ind_05_06";"UM_2";;"O"
"2019";"ALB";"Ind_05_07";"UM_2";;"O"
"2019";"ALB";"Ind_05_08";"UM_2";;"O"
"2019";"ALB";"Ind_05_09";"UM_2";;"O"
"2019";"ALB";"Ind_05_10";"UM_2";;"O"
"2019";"ALB";"Ind_06_11";"UM_17";9800;"A"
"2019";"ALB";"Ind_06_12";"UM_2";;"O"
"2019";"ALB";"Ind_16_01";"UM_2";;"O"
"2018";"ALB";"Ind_17_01";"UM_20";0.8;"A"
"2018";"ALB";"Ind_17_02";"UM_2";49;"A"
"2018";"ALB";"Ind_17_03";"UM_2";43.3;"A"
"2018";"ALB";"Ind_17_04";"UM_2";0;"A"
"2019";"ALB";"Ind_09_03";"UM_22";;"O"
"2019";"ALB";"Ind_09_04";"UM_23";;"O"
"2018";"ALB";"Ind_10_04";"UM_24";;"O"
"2018";"ALB";"Ind_10_05";"UM_25";;"O"
"2018";"ALB";"Ind_10_06";"UM_26";;"O"
"2018";"ALB";"Ind_10_07";"UM_26";;"O"
"2018";"ALB";"Ind_11_02";"UM_2";;"O"
"2018";"ALB";"Ind_12_02";"UM_21";;"O"
"2018";"ALB";"Ind_12_05";"UM_2";;"O"
"2018";"ALB";"Ind_12_06";"UM_4";8.882283818;"A"
"2019";"ALB";"Ind_13_05";"UM_2";;"O"
"2019";"ALB";"Ind_13_06";"UM_2";;"O"
"2017";"ALB";"Ind_13_07";"UM_2";;"O"
"2018";"ALB";"Ind_13_08";"UM_2";;"O"
"2019";"ALB";"Ind_18_01";"UM_2";;"O"
"2019";"ALB";"Ind_18_02";"UM_2";;"O"
"2018";"ALB";"Ind_18_03";"UM_17";;"O"
"2019";"ALB";"Ind_18_04";"UM_2";;"O"
"2018";"ALB";"Ind_19_01";"UM_2";;"O"
"2018";"ALB";"Ind_19_02";"UM_2";;"O"
"2020";"ALB";"Ind_19_03";"UM_2";;"O"
"2019";"XKX";"Ind_01_01";"UM_1";1795.666;"A"
"2018";"XKX";"Ind_01_03";"UM_3";;"O"
"2019";"XKX";"Ind_01_04";"UM_2";33.63725225;"A"
"2019";"XKX";"Ind_01_06";"UM_2";8.521016889;"A"
"2019";"XKX";"Ind_01_13";"UM_2";;"O"
"2018";"XKX";"Ind_01_14";"UM_4";12.67551984;"A"
"2018";"XKX";"Ind_01_15";"UM_2";38.74170731;"A"
"2018";"XKX";"Ind_01_16";"UM_18";;"O"
"2018";"XKX";"Ind_01_17";"UM_18";;"O"
"2009";"XKX";"Ind_04_01";"UM_7";;"O"
"2009";"XKX";"Ind_04_08";"UM_2";;"O"
"2009";"XKX";"Ind_04_09";"UM_2";;"O"
"2009";"XKX";"Ind_04_10";"UM_2";;"O"
"2019";"XKX";"Ind_04_11";"UM_2";;"O"
"2019";"XKX";"Ind_04_12";"UM_19";;"O"
"2018";"XKX";"Ind_04_13";"UM_19";;"O"
"2019";"XKX";"Ind_05_03";"UM_2";;"O"
"2019";"XKX";"Ind_05_04";"UM_2";;"O"
"2019";"XKX";"Ind_05_05";"UM_2";;"O"
"2019";"XKX";"Ind_05_06";"UM_2";;"O"
"2019";"XKX";"Ind_05_07";"UM_2";;"O"
"2019";"XKX";"Ind_05_08";"UM_2";;"O"
"2019";"XKX";"Ind_05_09";"UM_2";;"O"
"2019";"XKX";"Ind_05_10";"UM_2";;"O"
"2019";"XKX";"Ind_06_11";"UM_17";0;"A"
"2019";"XKX";"Ind_06_12";"UM_2";;"O"
"2019";"XKX";"Ind_16_01";"UM_2";;"O"
"2018";"XKX";"Ind_17_01";"UM_20";1.4;"A"
"2018";"XKX";"Ind_17_02";"UM_2";28.4;"A"
"2018";"XKX";"Ind_17_03";"UM_2";15.6;"A"
"2018";"XKX";"Ind_17_04";"UM_2";0;"A"
"2019";"XKX";"Ind_09_03";"UM_22";;"O"
"2019";"XKX";"Ind_09_04";"UM_23";;"O"
"2018";"XKX";"Ind_10_04";"UM_24";;"O"
"2018";"XKX";"Ind_10_05";"UM_25";;"O"
"2018";"XKX";"Ind_10_06";"UM_26";119;"A"
"2018";"XKX";"Ind_10_07";"UM_26";440;"A"
"2018";"XKX";"Ind_11_02";"UM_2";;"O"
"2018";"XKX";"Ind_12_02";"UM_21";;"O"
"2018";"XKX";"Ind_12_05";"UM_2";;"O"
"2018";"XKX";"Ind_12_06";"UM_4";10.63222178;"A"
"2019";"XKX";"Ind_13_05";"UM_2";;"O"
"2019";"XKX";"Ind_13_06";"UM_2";;"O"
"2017";"XKX";"Ind_13_07";"UM_2";;"O"
"2018";"XKX";"Ind_13_08";"UM_2";;"O"
"2019";"XKX";"Ind_18_01";"UM_2";;"O"
"2019";"XKX";"Ind_18_02";"UM_2";;"O"
"2018";"XKX";"Ind_18_03";"UM_17";3953;"A"
"2019";"XKX";"Ind_18_04";"UM_2";;"O"
"2018";"XKX";"Ind_19_01";"UM_2";;"O"
"2018";"XKX";"Ind_19_02";"UM_2";;"O"
"2020";"XKX";"Ind_19_03";"UM_2";;"O"
